Date,"Record Number","Record Type",Address,Description,"Permit Name",Status,"Short Notes",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
09/23/2021,BB-202106597,"Residential New","439 MORGAN PL SE, ATLANTA GA 30317","CONSTRUCTION OF SF HOME ON EXISTING BLOCK FOUNDATION (BUILT UNDER PREVIOUS OWNER'S PERMIT WITH PASSED FOOTING & SLAB INSPECTIONS).","NSF 439 MORGAN PL","Routed for Review",,33.740451,-84.290508,1,rooftop,439,"Morgan Pl SE",,,Atlanta,GA,"Dekalb County",30317,US,"City of Atlanta"
09/23/2021,BB-202106593,"Residential New","3876 PARIAN RIDGE RD NW, ATLANTA GA 30327","CONSTRUCT NEW HOUSE WITH FINISH BASEMENT, ELEVATOR & POOL.","PARIAN RIDGE - NEW HOUSE",Posted,,33.860456,-84.444266,1,rooftop,3876,"Parian Ridge Rd NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
09/23/2021,BB-202106575,"Residential New","1090 WEST AVE SW, ATLANTA GA 30315","NEW HOUSE","NEW HOUSE   1090 WEST AVE",Posted,,33.725108,-84.395462,1,rooftop,1090,"West Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
09/23/2021,BB-202106574,"Residential New","1218 EPWORTH ST SW, ATLANTA GA 30310","NEW CONSTRUCTION RESULT OF DEMOLITION TO THE FOUNDATION","NEW CONSTRUCTION",Accepted,,33.721815,-84.430615,1,rooftop,1218,"Epworth St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/23/2021,BB-202106573,"Residential New","814 DREWRY ST NE, ATLANTA GA 30306","THREE STORY SINGLE FAMILY HOUSE WITH FRONT AND READ COVERED PORCH, DECK, TWO CAR GARAGE AND FINISHED BASEMENT","NEW SINGLE FAMILY HOUSE",Posted,,33.778051,-84.360663,1,rooftop,814,"Drewry St NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
09/22/2021,BB-202106603,"Residential New","454 VILLAGE CREEK DR SE, UNIT A, ATLANTA GA 30354","NEW 2 STORY DUPLEX, 1 CAR GARGE PER UNIT. SLAB ON GRADE FUNDATION, WOOD FRAME, WITH ENGINEERED FLLOR AND ROOF TRUSSES","VILLAGE CREEK DUPLEX","Routed for Review",,33.667508,-84.389616,0.32,place,,,,,Atlanta,GA,"Fulton County",30354,US,"TIGER/Line® dataset from the US Census Bureau"
09/22/2021,BB-202106602,"Residential New","460 VILLAGE CREEK DR SE, UNIT A, ATLANTA GA 30354","NEW 2 STORY DUPLEX, 1 GARAGE  PER UNIT, SLAB ON GRADE FOUNDATION WOOD FRAMED, WITH ENIGINEREED FLOOR AND ROOF TRUSSES","VILLAGE CREEK DUPLEX","Routed for Review",,33.955616,-83.960766,0.48,rooftop,460,"Village Bluff Ct",Unit,A,Lawrenceville,GA,"Gwinnett County",30046,US,Gwinnett
09/22/2021,BB-202106601,"Residential New","472 VILLAGE CREEK DR SE, UNIT A, ATLANTA GA 30354","NEW 2 STORY DUPLEX , 1 CAR GARAGE PER UNIT, SLAB ON GRADE FOUNDATION, WOOD FRAME , ENGINEERED FLOOR JOIST ROOF TRUSSES","VILLAGE CREEK DUPLEX","Routed for Review",,33.671385,-84.379917,0.34,nearest_rooftop_match,500,"Village Crk SE",Unit,A,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
09/22/2021,BB-202106587,"Residential New","476 VILLAGE CREEK DR SE, UNIT A, ATLANTA GA 30354","NEW 2 STORY  DUPLEX ,1 GARAGE PER UNIT. SLAB ON GRADE FOUNDATION, WOOD FRAME WITH ENGINEERED FLOOR ANF ROOF TRUSSES.","VILLAGE CREEK DUPLEX","Routed for Review",,33.671385,-84.379917,0.35,nearest_rooftop_match,500,"Village Crk SE",Unit,A,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
09/22/2021,BB-202106555,"Residential New","1123 BENTEEN AVE SE, ATLANTA GA 30312","NEW TWO STORY SINGLE FAMILY HOUSE WITH COVERED FRONT AND REAR PORCH, DETACHED TWO CAR CARPORT","NSF 1123 BENTEEN AVE",Posted,,33.724009,-84.36758,1,rooftop,1123,"Benteen Ave SE",,,Atlanta,GA,"Fulton County",30312,US,"City of Atlanta"
09/22/2021,BB-202106540,"Residential New","44 PUTNAM DR NW, ATLANTA GA 30342","New SFR","Beneki Homes LLC NSF",Posted,,33.858848,-84.388964,1,rooftop,44,"Putnam Dr NW",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
09/22/2021,BB-202106539,"Residential New","89 SELMAN ST SE, ATLANTA GA 30316","V-21-104 NEW TWO STORY SINGLE FAMILY HOUSE, WITH FRONT PORCH, COVERED REARPORCH","ROBERTSON Residence NSF",Issued,,33.751464,-84.358565,1,rooftop,89,"Selman St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
09/22/2021,BB-202106538,"Residential New","1297 ELIZABETH AVE SW, ATLANTA GA 30310","NEW SFR BUILD OUT OF SHIPPING CONTAINERS","1297 ELIZABETH    NSF",Accepted,,33.719391,-84.435843,1,rooftop,1297,"Elizabeth Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/22/2021,BB-202106536,"Residential New","279 FAIRBURN RD NW, ATLANTA GA 30331","New SFR","Mair residence NSF",Posted,,33.762927,-84.50185,1,rooftop,279,"Fairburn Rd NW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/22/2021,BB-202106529,"Residential New","4024 RIVERCHESS DR SW, ATLANTA GA 30331","ONSTRUCTION; SINGLE FAMILY HOUSE; LOT #114","TELL RIVER  LOT 114",Accepted,,33.675795,-84.52302,1,rooftop,4024,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/22/2021,BB-202106528,"Residential New","4026 RIVERCHESS LN SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #135","TELL RIVER  LOT 135",Accepted,,33.677317,-84.523272,1,rooftop,4026,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/22/2021,BB-202106527,"Residential New","4034 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #116","TELL RIVER  LOT  116",Accepted,,33.675844,-84.523678,1,rooftop,4034,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/22/2021,BB-202106526,"Residential New","2058 DETROIT AVE NW, ATLANTA GA 30314","Construct new 2 story single family home with all M.E.P.'s with front porch and rear deck.(DEMO BB-201602941)","Lavish Dreams Properties NSF",Accepted,,33.766775,-84.454927,1,rooftop,2058,"Detroit Ave NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
09/21/2021,BB-202106545,"Residential New","840 MONROE CIR NE, ATLANTA GA 30308","NEW DUPLEX , THREE FLOORS ABOVE THE GARAGE AND UNFINISHED BASEMENTDEMO BB-202107737","KOWALSKY DUPLEX","Routed for Review",,33.777386,-84.368858,1,rooftop,840,"Monroe Cir NE",,,Atlanta,GA,"Fulton County",30308,US,"City of Atlanta"
09/21/2021,BB-202106518,"Residential New","1125 SELLS AVE SW, ATLANTA GA 30310","1. CONSTRUCT A NEW SINGLE FAMILY RESIDENCE ON CRAWL SPACE.2. CONSTRUCT A NEW DECK AND PORCH.3. EXTERIOR FACADE OF THE HOUSE IS DESIGNED TO MATCH THE ADJACENT HOUSES TOMATCH THE HISTORIC STYLE.","SELLS AVE",Issued,,33.745532,-84.424556,1,rooftop,1125,"Sells Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/21/2021,BB-202106503,"Residential New","837 AMSTERDAM AVE NE, ATLANTA GA 30306","THREE STORY SINGLE FAMILY HOUSE WITH FRONT AND READ COVERED PORCH, DECK, TWOCAR GARAGE AND FINISHED BASEMENT","NEW SINGLE FAMILY HOME",Posted,,33.787339,-84.359771,1,rooftop,837,"Amsterdam Ave NE",,,Atlanta,GA,"Fulton County",30306,US,"City of Atlanta"
09/21/2021,BB-202106502,"Residential New","3112 ARGONNE DR NW, ATLANTA GA 0","CONSTRUCTION OF NEW HOUSE","3112 ARGONNE NEW RESIDENCE",Posted,,33.840235,-84.407588,1,rooftop,3112,"Argonne Dr NW",,,Atlanta,GA,"Fulton County",30305,US,"City of Atlanta"
09/20/2021,BB-202106490,"Residential New","4022 RIVERCHESS LN SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #134","NSF - TELL RIVER, LOT 134",Accepted,,33.677241,-84.522957,1,rooftop,4022,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/20/2021,BB-202106489,"Residential New","649 WEST VALLEY CT NW, ATLANTA GA 30327","NEW SFR / POOL AND DECK / DETACH GARAGE. Related to LD-201900053","SOSEBEE RESIDENCE NEW SFR",Posted,,33.874848,-84.410677,1,rooftop,649,"W Valley Ct NW",,,Atlanta,GA,"Fulton County",30327,US,"City of Atlanta"
09/20/2021,BB-202106474,"Residential New","4019 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #124","New Single Family- Tell River- Lot #124",Accepted,,33.676526,-84.522671,1,rooftop,4019,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/17/2021,BB-202106451,"Residential New","1808 LANIER DR SW, ATLANTA GA 30310","Construction of a new single family home.","271 Glen Iris Drive, LLC NSF",Posted,,33.705725,-84.425356,1,rooftop,1808,"Lanier Dr SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/17/2021,BB-202106449,"Residential New","4009 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #126","NEW SINGLE FAMILY-TELL RIVER- LOT #126",Accepted,,33.676409,-84.522013,1,rooftop,4009,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106463,"Residential New","4014 RIVERCHESS LN SW, ATLANTA GA 30331","NEW SINGLE FAMILY LOT 132","TELL RIVER NSF LOT 132",Accepted,,33.677066,-84.522371,1,rooftop,4014,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106462,"Residential New","4015 RIVERCHESS DR SW, ATLANTA GA 30331","NEW SINGLE FAMILY LOT 125","TELL RIVER LOT 125",Accepted,,33.676465,-84.522342,1,rooftop,4015,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106461,"Residential New","4016 RIVERCHESS DR SW, ATLANTA GA 30331","NEW SINNGLE FAMILY LOT 112","TELL RIVER NSF LOT 112",Accepted,,33.675763,-84.52237,1,rooftop,4016,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106459,"Residential New","4018 RIVERCHESS LN SW, ATLANTA GA 30331","NEW SINGLE FAMILY LOT 133","TELL RIVER NSF-LOT 133",Accepted,,33.677179,-84.522652,1,rooftop,4018,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106423,"Residential New","650 Alfred RD NW, ATLANTA GA 30331","New Construction of Single Family home , site work, tree removal, underground utilities, Concrete framing, house wrap, roofing, HVAC, Electrical, Plumbing, sheetrock, flooring, painting and etc.","The SubConsious Club LLC NSF",Accepted,,33.771734,-84.511337,1,rooftop,650,"Alfred Rd NW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/16/2021,BB-202106418,"Residential New","32 WALTHALL ST NE, ATLANTA GA 30307","Construct new duplex with front porch and covered balcony on vacant lot.","Thomas New duplex",Posted,,33.754461,-84.35223,1,rooftop,32,"Walthall St NE",,,Atlanta,GA,"Fulton County",30307,US,"City of Atlanta"
09/15/2021,BB-202106431,"Residential New","244 SCIPLE TER NW, ATLANTA GA 30314","NEW CONSTRUCTION SINGLE FAMILY HOMES","SCIPLE NEW CONSTRUCTION","Routed for Review",,33.761375,-84.415572,1,rooftop,244,"Sciple Ter NW",,,Atlanta,GA,"Fulton County",30314,US,"City of Atlanta"
09/15/2021,BB-202106413,"Residential New","4004 RIVERCHESS LN SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #130","Tell River, Lot 130",Accepted,,33.676872,-84.521724,1,rooftop,4004,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106412,"Residential New","2830 RIVEROAK CT SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE LOT #122","TELL RIVER, LOT 122",Accepted,,33.676868,-84.523335,1,rooftop,2830,"Riveroak Ct SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106410,"Residential New","4002 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #109","NSF - TELL RIVER, LOT 109",Terminated,,33.675716,-84.521531,1,rooftop,4002,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106409,"Residential New","4002 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #109","NSF - TELL RIVER, LOT 109","Routed for Review",,33.675716,-84.521531,1,rooftop,4002,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106407,"Residential New","4000 RIVERCHESS LN SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #129","NSF - TELL RIVER, LOT 129",Terminated,,33.676868,-84.521345,1,rooftop,4000,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106406,"Residential New","4000 RIVERCHESS LN SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #129","NSF - TELL RIVER, LOT 129",Accepted,,33.676868,-84.521345,1,rooftop,4000,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106397,"Residential New","421 HAROLD AVE NE, ATLANTA GA 30307","CONSTRUCT NSF HOME WITH DRIVE-UNDER GARAGE, PORCH, DECK, DRIVEWAY, WALKS &  SWIMMING POOL.","HAROLD AVE NSF",Issued,,33.765691,-84.330319,1,rooftop,421,"Harold Ave NE",,,Atlanta,GA,"Dekalb County",30307,US,"City of Atlanta"
09/15/2021,BB-202106395,"Residential New","3998 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #108","NSF - TELL RIVER, LOT 108","Routed for Review",,33.675703,-84.5213,1,rooftop,3998,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106394,"Residential New","223 TENNESSEE AVE SW, ATLANTA GA 30315","SFR NEW CONSTRUCTION","223 TENNESSEE NSF",Accepted,,33.734254,-84.395185,1,range_interpolation,223,"Tennessee Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"TIGER/Line® dataset from the US Census Bureau"
09/15/2021,BB-202106392,"Residential New","3994 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION; SINGLE FAMILY HOUSE; LOT #107","NSF - TELL RIVER, LOT 107","Routed for Review",,33.67569,-84.52107,1,rooftop,3994,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106389,"Residential New","4008 RIVERCHESS LN SW, ATLANTA GA 30331","NEW COSTRUCTION, NSF- LOT 131","TELL RIVER-NSF LOT 131",Accepted,,33.676953,-84.522066,1,rooftop,4008,"Riverchess Ln SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106386,"Residential New","4006 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION-NSF LOT 110","TELL RIVER NEW SINGLE FAMILY -LOT 110",Accepted,,33.675729,-84.521761,1,rooftop,4006,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106384,"Residential New","4005 RIVERCHESS DR SW, ATLANTA GA 30331","NEW CONSTRUCTION, NSF LOT 27","NEW SINLGE FAMILY-TELL RIVER-LOT #27",Accepted,,33.676382,-84.521681,1,rooftop,4005,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/15/2021,BB-202106382,"Residential New","445 GRIFFIN ST NW, ATLANTA GA 30318","TO CONSTRUCT A NEW SFR WITH CONNECTING DRIVEWAY, WALKWAYS & ASSOCIATED UTILITIES ALONG WITH GREEN STORMWATER INFRASTRUCTURE.","NEW SFR",Posted,,33.766812,-84.410863,1,rooftop,445,"Griffin St NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
09/15/2021,BB-202106381,"Residential New","3173 OVERHILL CT SE, ATLANTA GA 30354","Construction of new single family residence with front porch and rear deck, new driveway to be poured.             (INTERIOR LOT OF 3116 BROWNS MILL ROAD                                                                                                                       BROWNS MILL SUBDIVISION PDSD-20-001.....PARCEL ID:14 00350004029)","NEW SFR",Issued,,33.669114,-84.37909,1,rooftop,3173,"Overhill Ct SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
09/15/2021,BB-202106374,"Residential New","647 ERIN AVE SW, ATLANTA GA 30310","NEW SFR","ERIN AVE","Ready to Issue",,33.719889,-84.408747,1,rooftop,647,"Erin Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/14/2021,BB-202106393,"Residential New","219 TENNESSEE AVE SW, ATLANTA GA 30315","NEW CONSTRUCTION OF SINGLE FAMILY HOME","NEW SIGLE FAMILY",Posted,,33.734229,-84.395179,1,rooftop,219,"Tennessee Ave SW",,,Atlanta,GA,"Fulton County",30315,US,"City of Atlanta"
09/14/2021,BB-202106390,"Residential New","3990 RIVERCHESS DR SW, ATLANTA GA 30331","TELL  RIVER -NSF- LOT 106","TELL RIVER-NSF- LOT 106","Routed for Review",,33.675684,-84.520801,1,rooftop,3990,"Riverchess Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/14/2021,BB-202106364,"Residential New","855 KENRY CT NE, ATLANTA GA 30342","NEW CONSTRUCTION OF A SINGLE FAMILY HOME ON UNFINISHED BASEMENT","SACKEL RESIDENCE",Issued,,33.877879,-84.358212,1,rooftop,855,"Kenry Ct NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
09/14/2021,BB-202106359,"Residential New","720 SMITH ST SW, ATLANTA GA 30310","New residential construction of a single family property","720 SMITH ST","Routed for Review",,33.735303,-84.400629,1,rooftop,720,"Smith St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/14/2021,BB-202106354,"Residential New","495 WEST ONTARIO AVE SW, ATLANTA GA 30310","CONSTRUCT A NEW SINGLE FAMILY RESIDENTIAL HOUSE ON THE EXISITING LOT.(DEMO BB-2013063622)","495 W ONTARIO",Issued,,33.741548,-84.440215,1,rooftop,495,"W Ontario Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/14/2021,BB-202106353,"Residential New","1033 ALLENE AVE SW, ATLANTA GA 30310","NEW CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","ALLENE AVE- NSF","Routed for Review",,33.726684,-84.413898,1,rooftop,1033,"Allene Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/14/2021,BB-202106351,"Residential New","512 ROCK SPRINGS RD NE, ATLANTA GA 30324","Construct new single family home with attached garage, stoop, porch, driveway, steps & walks, retaining wall, fence, swimming pool, and patio","WHATLEY RESIDENCE  NEW SFR",Issued,,33.805838,-84.3705,1,rooftop,512,"Rock Springs Rd NE",,,Atlanta,GA,"Fulton County",30324,US,"City of Atlanta"
09/14/2021,BB-202106344,"Residential New","399 VILLAGE CREEK DR SE, ATLANTA GA 30354","Construction of a two-story single-family home with a front porch, side porch, and new driveway. The house is located in the Villages of Browns Mill subdivision (PDSD-20-001).","Habitat for Humanity in Atlanta, Inc NSF",Posted,,33.669841,-84.378942,1,rooftop,399,"Village Creek Dr SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
09/14/2021,BB-202106343,"Residential New","1371 HARTFORD AVE SW, ATLANTA GA 30310","New Construction","WEAVER - NSF",Issued,,33.717455,-84.417382,1,rooftop,1371,"Hartford Ave SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/14/2021,BB-202106335,"Residential New","1866 SPRING AVE NW, ATLANTA GA 30318","CONSTRUCTION OF NEW SINGLE FAMILY HOME","NEW SINGLE FAMILY","Routed for Review",,33.806125,-84.448909,1,range_interpolation,1866,"Spring Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"TIGER/Line® dataset from the US Census Bureau"
09/13/2021,BB-202106331,"Residential New","855 FLEETWOOD CIR SW, ATLANTA GA 30311","NEW SINGLE FAMILY RESIDENTIAL CONSTRUCTION WITH AN UNFINISHED BASEMENT, 3 BEDROOMS, 2.5 BATHS, AND TWO CAR GARAGE.",FLEETWOOD,Posted,,33.735761,-84.462597,1,rooftop,855,"Fleetwood Cir SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
09/13/2021,BB-202106320,"Residential New","720 SMITH ST SW, ATLANTA GA 30310","New residential construction of a single family property.","720 SMITH ST NSF",Closed,,33.735303,-84.400629,1,rooftop,720,"Smith St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/13/2021,BB-202106318,"Residential New","3312 LANDINGS SOUTH DR SW, ATLANTA GA 30331","NEW SINGLE FAMILY","3312 LANDING SOUTH DR",Accepted,,33.662163,-84.52139,1,rooftop,3312,"Landings South Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/11/2021,BB-202106289,"Residential New","4051 ANNECY DR SW, ATLANTA GA 30331","NEW 2-STORY SFR ON FULL UNFINISHED BSMT. AS INDICATED IN PROPOSED PLANS","4051 ANNECY DR",Posted,,33.703502,-84.528145,1,rooftop,4051,"Annecy Dr SW",,,Atlanta,GA,"Fulton County",30331,US,"City of Atlanta"
09/10/2021,BB-202106324,"Residential New","2391 ST JAMES DR NW, ATLANTA GA 30318","NEW ONE STORY WITH FRONT PORCH,SIDE PORCH & DRIVEWAY","HABITAT NEW SINGLE FAMILY","Routed for Review",,33.786167,-84.466471,1,rooftop,2391,"St James Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
09/10/2021,BB-202106269,"Residential New","1862 SPRING ST NW, ATLANTA GA 30318","CONSTRUCTION OF NSF HOME.","NSFR - 1862 SPRING ST",Terminated,,33.875752,-84.312788,0.72,nearest_rooftop_match,1860,"9th St",,,Atlanta,GA,"Dekalb County",30341,US,"City of Brookhaven"
09/10/2021,BB-202106268,"Residential New","1862 SPRING AVE NW, ATLANTA GA 30318","CONSTRUCTION OF NSF HOME.","NSFR - 1862 SPRING AVE","Denied Plan Revisions Required",,33.806106,-84.44878,1,range_interpolation,1862,"Spring Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"TIGER/Line® dataset from the US Census Bureau"
09/10/2021,BB-202106267,"Residential New","2700 PEYTON SPRING CIR NW, ATLANTA GA 30311","CONSTRUCTION OF A SINGLE FAMILY RESIDENCE","ASSEFA REALTY NSF",Posted,,33.741055,-84.476596,0.9,rooftop,2700,"Peyton Spring Cir SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
09/09/2021,BB-202106245,"Residential New","2547 EDWARDS DR NW, ATLANTA GA 30318","A NSF 2 STORY RESIDENCE","LIAM HOMES 2547 EDWARDS",Posted,,33.815417,-84.471918,1,rooftop,2547,"Edwards Dr NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
09/09/2021,BB-202106238,"Residential New","78 KENYON ST SE, ATLANTA GA 30316","one duplex per IRC. Structure is wood framed TWO story building onsubterranean slab-on-grade and concrete wall garage.","Abode-ab, LLC Duplex",Issued,,33.751797,-84.357342,1,rooftop,78,"Kenyon St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
09/09/2021,BB-202106237,"Residential New","80 KENYON ST SE, ATLANTA GA 30316","one duplex per IRC. Structure is wood framed TWO story building onsubterranean slab-on-grade and concrete wall garage.","Abode-ab, LLC Duplex",Issued,,33.751671,-84.357346,1,rooftop,80,"Kenyon St SE",,,Atlanta,GA,"Fulton County",30316,US,"City of Atlanta"
09/08/2021,BB-202106208,"Residential New","971 WELCH ST SW, ATLANTA GA 30310","NEW CONSTRUCTION","971 WELCH REHAB",Accepted,,33.728428,-84.405073,1,rooftop,971,"Welch St SW",,,Atlanta,GA,"Fulton County",30310,US,"City of Atlanta"
09/07/2021,BB-202106189,"Residential New","1928 GRANDVIEW AVE NW, ATLANTA GA 30318","NEW SINGLE FAMILY ON VACANT LOT","NEW SINGLE FAMILY","Routed for Review",,33.808286,-84.473258,1,rooftop,1928,"Grandview Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
09/07/2021,BB-202106185,"Residential New","273 MEADOWBROOK DR NE, ATLANTA GA 30342","New single family residence home","Dwyer NSF","Routed for Review",,33.877798,-84.378472,1,rooftop,273,"Meadowbrook Dr NE",,,Atlanta,GA,"Fulton County",30342,US,"City of Atlanta"
09/03/2021,BB-202106117,"Residential New","3160 OVERHILL CT SE, ATLANTA GA 30354","Construction of new single family residence with front porch and rear deck, new driveway to be poured.  (INTERIOR LOT OF 3116 BROWNS MILL SUBDIVISION PDSD-20-001.....PARCEL ID:14 00350004029)","NSFR - 3160 OVERHILL CT.",Issued,,33.669487,-84.378701,1,rooftop,3160,"Overhill Ct SE",,,Atlanta,GA,"Fulton County",30354,US,"City of Atlanta"
09/03/2021,BB-202106115,"Residential New","64 WALTHALL ST NE, ATLANTA GA 30307","NEW DUPLEX ON VACANT LOT","NEW DUPLEX",Issued,,33.755174,-84.35272,1,rooftop,64,"Walthall St NE",,,Atlanta,GA,"Fulton County",30307,US,"City of Atlanta"
09/03/2021,BB-202106111,"Residential New","1068 MOORES MILL RD NW, ATLANTA GA 30327","NEW HOME CONSTRUCTION",NSF,Posted,,33.836814,-84.421907,0.95,range_interpolation,1068,"Moores Mill Rd",,,Atlanta,GA,"Fulton County",30327,US,"TIGER/Line® dataset from the US Census Bureau"
09/02/2021,BB-202106089,"Residential New","1663 NORTH AVE NW, ATLANTA GA 30318","NEW SINGLE FAMILY 2-STORY RESIDENCE WITH 2-CAR GARAGE TO BE BUILT ON NEW CRAWLSPACE FOUNDATION.","1663 NORTH NEW CONSTRUCTION",Issued,,33.768354,-84.442177,1,rooftop,1663,"North Ave NW",,,Atlanta,GA,"Fulton County",30318,US,"City of Atlanta"
09/02/2021,BB-202106069,"Residential New","1690 ADAMS DR SW, ATLANTA GA 30311","NEW SFR / 5 BEDROOMS / 5.5 BATHROOM / DECK AND PATIO","1690 ADAMS DR",Posted,,33.70939,-84.488737,1,rooftop,1690,"Adams Dr SW",,,Atlanta,GA,"Fulton County",30311,US,"City of Atlanta"
